DATAFLOW,CLASSIFICATION: Classification,MEASURE: Measure,"SALTS: Sex, Age, and Location","SALTSSTUB: Sex, Age, and Location Questions",CYCLE: Cycle,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,6.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,9.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,8.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,5.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,7.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,4.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,6.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,5.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,7.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,8.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,7.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,7.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,7.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,11.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,10,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,11.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,4.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,10,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),"REST: Rest of Australia (NT, Tas, ACT only)",60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,15: Psychological distress - Low distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,15: Psychological distress - Low distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,15: Psychological distress - Low distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,20: Psychological distress - Moderate distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,20: Psychological distress - Moderate distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,20: Psychological distress - Moderate distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2.3,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,25: Psychological distress - High distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,1.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,25: Psychological distress - High distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,25: Psychological distress - High distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,30: Psychological distress - Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,1.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,30: Psychological distress - Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.6,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,30: Psychological distress - Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.9,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,35: Psychological distress - High / Very high distress level,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.5,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,35: Psychological distress - High / Very high distress level,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,1.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,35: Psychological distress - High / Very high distress level,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,1.7,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,40: Psychological distress - Total persons aged 18 years and over,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,40: Psychological distress - Total persons aged 18 years and over,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,40: Psychological distress - Total persons aged 18 years and over,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,50: Discussed feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,50: Discussed feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,50: Discussed feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,2.1,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,2.2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,55: Did not discuss feelings of psychological distress with a doctor or other health professional,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,2,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C13: November 2020 (monthly cycle 4),M: Monthly,2020-11,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C17: March 2021 (monthly cycle 8),M: Monthly,2021-03,0,PCT: Percent,,
ABS:COVID_SALTS(1.0.0),PD: Psychological distress,MARG: Margin of Error (%),PERSONS: All persons,60: Total persons who felt psychological distress that impacted on their emotional and mental wellbeing in the last four weeks,C20: June 2021 (monthly cycle 11),M: Monthly,2021-06,0,PCT: Percent,,
